_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.srcuser,_source.data.uid,_source.data.euid,_source.data.dstuser,_source.data.logname,_source.data.tty,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.srcip,_source.data.srcport,_source.decoder.parent,_source.rule.frequency,_source.previous_output,rule_id_num,rule_desc_lc,ts,srcip,label_hc,label_hc_reason,is_weak_auth,label_corr,label_corr_reason,label,label_reason
wazuh-alerts-4.x-2026.02.16,bHTGZ5wBcpuaqKv0oEL7,1,1,ubuntu-victima,sshd,Feb 16 18:46:35,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,10,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",360,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,Feb 16 18:46:35 ubuntu-victima sshd[3539]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 16, 2026 @ 19:46:35.512",journald,1771267595.286437,"Feb 16, 2026 @ 19:46:35.512",192.168.1.50, ,sshd, , ,2502,syslog: user missed the password more than one time,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,f3TGZ5wBcpuaqKv0sEKl,1,1,ubuntu-victima,sshd,Feb 16 18:46:35,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2387,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:35 ubuntu-victima sshd[3545]: Failed password for root from 192.168.1.50 port 59854 ssh2,log,"Feb 16, 2026 @ 19:46:37.477",journald,1771267597.2866445,"Feb 16, 2026 @ 19:46:37.477",192.168.1.50,59854,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,gXTGZ5wBcpuaqKv0sEKl,1,1,ubuntu-victima,sshd,Feb 16 18:46:37,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2389,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:37 ubuntu-victima sshd[3543]: Failed password for root from 192.168.1.50 port 59842 ssh2,log,"Feb 16, 2026 @ 19:46:37.483",journald,1771267597.2867415,"Feb 16, 2026 @ 19:46:37.483",192.168.1.50,59842,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,hHTGZ5wBcpuaqKv0tELU,1,1,ubuntu-victima,sshd,Feb 16 18:46:39,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2390,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:39 ubuntu-victima sshd[3547]: Failed password for root from 192.168.1.50 port 59870 ssh2,log,"Feb 16, 2026 @ 19:46:39.487",journald,1771267599.28679,"Feb 16, 2026 @ 19:46:39.487",192.168.1.50,59870,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,hXTGZ5wBcpuaqKv0tELU,1,1,ubuntu-victima,sshd,Feb 16 18:46:38,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2391,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:38 ubuntu-victima sshd[3545]: Failed password for root from 192.168.1.50 port 59854 ssh2,log,"Feb 16, 2026 @ 19:46:39.490",journald,1771267599.2868383,"Feb 16, 2026 @ 19:46:39.490",192.168.1.50,59854,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,i3TGZ5wBcpuaqKv0wkKp,1,1,ubuntu-victima,sshd,Feb 16 18:46:43,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2394,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:43 ubuntu-victima sshd[3545]: Failed password for root from 192.168.1.50 port 59854 ssh2,log,"Feb 16, 2026 @ 19:46:43.479",journald,1771267603.2870324,"Feb 16, 2026 @ 19:46:43.479",192.168.1.50,59854,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,j3TGZ5wBcpuaqKv0xkKL,1,1,ubuntu-victima,sshd,Feb 16 18:46:44,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,453,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,Feb 16 18:46:44 ubuntu-victima sshd[3543]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 59842 ssh2 [preauth],log,"Feb 16, 2026 @ 19:46:45.477",journald,1771267605.2871296,"Feb 16, 2026 @ 19:46:45.477",192.168.1.50,59842,sshd, , ,5758,maximum authentication attempts exceeded.,,192.168.1.50,1,hc_rule_id(5758),False,0,no_corr,1,final=hc
wazuh-alerts-4.x-2026.02.16,kHTGZ5wBcpuaqKv0xkKL,1,1,ubuntu-victima,sshd,Feb 16 18:46:44,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , , , , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",457, , , ,2501,"[""7.8""]",sshd,Feb 16 18:46:44 ubuntu-victima sshd[3543]: Disconnecting authenticating user root 192.168.1.50 port 59842: Too many authentication failures [preauth],log,"Feb 16, 2026 @ 19:46:45.487",journald,1771267605.2871685,"Feb 16, 2026 @ 19:46:45.487", , , , , ,2501,syslog: user authentication failure.,, ,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,nHTGZ5wBcpuaqKv0zkJs,1,1,ubuntu-victima,sshd,Feb 16 18:46:46,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2397,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:46 ubuntu-victima sshd[3551]: Failed password for root from 192.168.1.50 port 59662 ssh2,log,"Feb 16, 2026 @ 19:46:46.984",journald,1771267606.287534,"Feb 16, 2026 @ 19:46:46.984",192.168.1.50,59662,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,onTGZ5wBcpuaqKv02kIr,1,1,ubuntu-victima,sshd,Feb 16 18:46:49,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2400,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:49 ubuntu-victima sshd[3551]: Failed password for root from 192.168.1.50 port 59662 ssh2,log,"Feb 16, 2026 @ 19:46:49.193",journald,1771267609.2878065,"Feb 16, 2026 @ 19:46:49.193",192.168.1.50,59662,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,snTGZ5wBcpuaqKv05UL5,1,1,ubuntu-victima,sshd,Feb 16 18:46:50,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2401,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:50 ubuntu-victima sshd[3549]: Failed password for root from 192.168.1.50 port 59882 ssh2,log,"Feb 16, 2026 @ 19:46:51.073",journald,1771267611.287855,"Feb 16, 2026 @ 19:46:51.073",192.168.1.50,59882,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,s3TGZ5wBcpuaqKv05UL5,1,1,ubuntu-victima,sshd,Feb 16 18:46:50,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2402,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:50 ubuntu-victima sshd[3545]: Failed password for root from 192.168.1.50 port 59854 ssh2,log,"Feb 16, 2026 @ 19:46:51.073",journald,1771267611.2879033,"Feb 16, 2026 @ 19:46:51.073",192.168.1.50,59854,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,tXTGZ5wBcpuaqKv05UL5,1,1,ubuntu-victima,sshd,Feb 16 18:46:51,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,454,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,Feb 16 18:46:51 ubuntu-victima sshd[3545]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 59854 ssh2 [preauth],log,"Feb 16, 2026 @ 19:46:53.074",journald,1771267613.2880003,"Feb 16, 2026 @ 19:46:53.074",192.168.1.50,59854,sshd, , ,5758,maximum authentication attempts exceeded.,,192.168.1.50,1,hc_rule_id(5758),False,0,no_corr,1,final=hc
wazuh-alerts-4.x-2026.02.16,tnTGZ5wBcpuaqKv05UL5,1,1,ubuntu-victima,sshd,Feb 16 18:46:51,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , , , , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",458, , , ,2501,"[""7.8""]",sshd,Feb 16 18:46:51 ubuntu-victima sshd[3545]: Disconnecting authenticating user root 192.168.1.50 port 59854: Too many authentication failures [preauth],log,"Feb 16, 2026 @ 19:46:53.075",journald,1771267613.2880397,"Feb 16, 2026 @ 19:46:53.075", , , , , ,2501,syslog: user authentication failure.,, ,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,t3TGZ5wBcpuaqKv05UL5,1,1,ubuntu-victima,sshd,Feb 16 18:46:51,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,10,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",361,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,Feb 16 18:46:51 ubuntu-victima sshd[3545]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 16, 2026 @ 19:46:53.078",journald,1771267613.2880898,"Feb 16, 2026 @ 19:46:53.078",192.168.1.50, ,sshd, , ,2502,syslog: user missed the password more than one time,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,vHTGZ5wBcpuaqKv06kIL,1,1,ubuntu-victima,sshd,Feb 16 18:46:53,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2405,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:53 ubuntu-victima sshd[3551]: Failed password for root from 192.168.1.50 port 59662 ssh2,log,"Feb 16, 2026 @ 19:46:53.085",journald,1771267613.288247,"Feb 16, 2026 @ 19:46:53.085",192.168.1.50,59662,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,znTGZ5wBcpuaqKv09ULM,1,1,ubuntu-victima,sshd,Feb 16 18:46:55,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, ,0,0,root, ,ssh,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",399,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",pam,Feb 16 18:46:55 ubuntu-victima sshd[3557]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 16, 2026 @ 19:46:55.283",journald,1771267615.288735,"Feb 16, 2026 @ 19:46:55.283",192.168.1.50, , , , ,5503,pam: user login failed.,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,03TGZ5wBcpuaqKv0-UK6,1,1,ubuntu-victima,sshd,Feb 16 18:46:56,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2407,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:56 ubuntu-victima sshd[3551]: Failed password for root from 192.168.1.50 port 59662 ssh2,log,"Feb 16, 2026 @ 19:46:57.432",journald,1771267617.2887888,"Feb 16, 2026 @ 19:46:57.432",192.168.1.50,59662,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,1HTGZ5wBcpuaqKv0-UK6,1,1,ubuntu-victima,sshd,Feb 16 18:46:56,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2408,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:56 ubuntu-victima sshd[3555]: Failed password for root from 192.168.1.50 port 41154 ssh2,log,"Feb 16, 2026 @ 19:46:57.432",journald,1771267617.2888372,"Feb 16, 2026 @ 19:46:57.432",192.168.1.50,41154,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,1XTGZ5wBcpuaqKv0-UK6,1,1,ubuntu-victima,sshd,Feb 16 18:46:58,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2409,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:46:58 ubuntu-victima sshd[3553]: Failed password for root from 192.168.1.50 port 41146 ssh2,log,"Feb 16, 2026 @ 19:46:57.436",journald,1771267617.2888856,"Feb 16, 2026 @ 19:46:57.436",192.168.1.50,41146,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,4nTHZ5wBcpuaqKv0CULw,1,1,ubuntu-victima,sshd,Feb 16 18:47:01,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2414,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:47:01 ubuntu-victima sshd[3555]: Failed password for root from 192.168.1.50 port 41154 ssh2,log,"Feb 16, 2026 @ 19:47:01.539",journald,1771267621.2891767,"Feb 16, 2026 @ 19:47:01.539",192.168.1.50,41154,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,5HTHZ5wBcpuaqKv0CULw,1,1,ubuntu-victima,sshd,Feb 16 18:47:02,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2416,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:47:02 ubuntu-victima sshd[3557]: Failed password for root from 192.168.1.50 port 41166 ssh2,log,"Feb 16, 2026 @ 19:47:01.542",journald,1771267621.2892735,"Feb 16, 2026 @ 19:47:01.542",192.168.1.50,41166,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,8HTHZ5wBcpuaqKv0GkIB,1,1,ubuntu-victima,sshd,Feb 16 18:47:04,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2418,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:47:04 ubuntu-victima sshd[3555]: Failed password for root from 192.168.1.50 port 41154 ssh2,log,"Feb 16, 2026 @ 19:47:05.939",journald,1771267625.2898417,"Feb 16, 2026 @ 19:47:05.939",192.168.1.50,41154,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,8nTHZ5wBcpuaqKv0GkIB,1,1,ubuntu-victima,sshd,Feb 16 18:47:05,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2419,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:47:05 ubuntu-victima sshd[3557]: Failed password for root from 192.168.1.50 port 41166 ssh2,log,"Feb 16, 2026 @ 19:47:05.939",journald,1771267625.2899384,"Feb 16, 2026 @ 19:47:05.939",192.168.1.50,41166,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,_XTHZ5wBcpuaqKv0JULc,1,1,ubuntu-victima,sshd,Feb 16 18:47:08,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2423,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:47:08 ubuntu-victima sshd[3557]: Failed password for root from 192.168.1.50 port 41166 ssh2,log,"Feb 16, 2026 @ 19:47:07.950",journald,1771267627.2901323,"Feb 16, 2026 @ 19:47:07.950",192.168.1.50,41166,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,A3THZ5wBcpuaqKv0KkMV,1,1,ubuntu-victima,sshd,Feb 16 18:47:10,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2424,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 18:47:10 ubuntu-victima sshd[3553]: Failed password for root from 192.168.1.50 port 41146 ssh2,log,"Feb 16, 2026 @ 19:47:09.960",journald,1771267629.290181,"Feb 16, 2026 @ 19:47:09.960",192.168.1.50,41146,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,BXTHZ5wBcpuaqKv0KkMV,1,1,ubuntu-victima,sshd,Feb 16 18:47:10,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , , , , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",462, , , ,2501,"[""7.8""]",sshd,Feb 16 18:47:10 ubuntu-victima sshd[3553]: Disconnecting authenticating user root 192.168.1.50 port 41146: Too many authentication failures [preauth],log,"Feb 16, 2026 @ 19:47:09.963",journald,1771267629.2902687,"Feb 16, 2026 @ 19:47:09.963", , , , , ,2501,syslog: user authentication failure.,, ,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
