_index,_id,_version,_score,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.dpkg_status,_source.data.package,_source.data.arch,_source.data.version,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.nist_800_53,_source.rule.gpg13,_source.rule.gdpr,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.data.dstuser,_source.decoder.parent,_source.data.vulnerability.severity,_source.data.vulnerability.package.name,_source.data.vulnerability.package.version,_source.data.vulnerability.package.architecture,_source.data.vulnerability.published,_source.data.vulnerability.classification,_source.data.vulnerability.title,_source.data.vulnerability.type,_source.data.vulnerability.reference,_source.data.vulnerability.score.version,_source.data.vulnerability.score.base,_source.data.vulnerability.cve,_source.data.vulnerability.scanner.reference,_source.data.vulnerability.enumeration,_source.data.vulnerability.cvss.cvss3.base_score,_source.data.vulnerability.updated,_source.data.vulnerability.status,_source.data.srcuser,_source.data.uid,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.vulnerability.package.condition,_source.data.vulnerability.package.source,_source.data.vulnerability.assigner,_source.data.vulnerability.rationale,_source.data.vulnerability.cvss.cvss3.vector.user_interaction,_source.data.vulnerability.cvss.cvss3.vector.integrity_impact,_source.data.vulnerability.cvss.cvss3.vector.scope,_source.data.vulnerability.cvss.cvss3.vector.availability,_source.data.vulnerability.cvss.cvss3.vector.confidentiality_impact,_source.data.vulnerability.cvss.cvss3.vector.attack_vector,_source.data.vulnerability.cvss.cvss3.vector.privileges_required,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.srcip,_source.data.srcport
wazuh-alerts-4.x-2026.02.18,PaSRcJwBpB672RlWPSwW,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,3,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,Feb 18 11:44:49 ubuntu-victima sshd[2198]: pam_unix(sshd:session): session closed for user vboxuser,log,"Feb 18, 2026 @ 12:44:50.662",journald,1771415090.1207217,"Feb 18, 2026 @ 12:44:50.662",ubuntu-victima,sshd,Feb 18 11:44:49,vboxuser,pam, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,DKSQcJwBpB672RlW-iwy,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,3,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication success.,"[""syslog"",""sshd"",""authentication_success""]",5715,"[""AU.14"",""AC.7""]","[""7.1"",""7.2""]","[""IV_32.2""]",sshd,Feb 18 11:44:34 ubuntu-victima sshd[2198]: Accepted password for vboxuser from 192.168.1.50 port 33604 ssh2,log,"Feb 18, 2026 @ 12:44:34.653",journald,1771415074.1204929,"Feb 18, 2026 @ 12:44:34.653",ubuntu-victima,sshd,Feb 18 11:44:34,vboxuser,sshd, , , , , , , , , , , , , , , , , , , ,"[""Valid Accounts"",""Remote Services""]","[""T1078"",""T1021""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access"",""Lateral Movement""]", , , , , , , , , , , , , , , ,192.168.1.50,33604
wazuh-alerts-4.x-2026.02.18,DaSQcJwBpB672RlW-iwy,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,3,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,Feb 18 11:44:34 ubuntu-victima sshd[2198]: pam_unix(sshd:session): session opened for user vboxuser(uid=1000) by vboxuser(uid=0),log,"Feb 18, 2026 @ 12:44:34.707",journald,1771415074.1205396,"Feb 18, 2026 @ 12:44:34.707",ubuntu-victima,sshd,Feb 18 11:44:34,vboxuser,pam, , , , , , , , , , , , , , , , , ,vboxuser,0,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]", , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,kqTHcJwBpB672RlWHUpq,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,1,false,7,"[""11.2.1"",""11.2.3""]", ,"[""CC7.1"",""CC7.2""]",CVE-2026-25210 affects libexpat1,"[""vulnerability-detector""]",23504, , ,"[""IV_35.7.d""]",json, ,log,"Feb 18, 2026 @ 13:43:41.018",vulnerability-detector,1771418621.1399187,"Feb 18, 2026 @ 13:43:41.018", , , , , ,Medium,libexpat1,2.6.1-2ubuntu0.4,amd64,2026-01-30T07:16:15Z,-,CVE-2026-25210 affects libexpat1,Packages,"https://ubuntu.com/security/CVE-2026-25210, https://ubuntu.com/security/notices/USN-8022-1, https://ubuntu.com/security/notices/USN-8023-1, https://www.cve.org/CVERecord?id=CVE-2026-25210",3.1,6.900000,CVE-2026-25210,https://cti.wazuh.com/vulnerabilities/cves/CVE-2026-25210,CVE,6.900000,2026-02-04T16:34:21Z,Active, , , , , ,Package default status,expat,mitre,"In libexpat before 2.7.4, the doContent function does not properlydetermine the buffer size bufSize because there is no integer overflowcheck for tag buffer reallocation.",NONE,HIGH,UNCHANGED,LOW,HIGH,LOCAL,NONE, , , , , , 
wazuh-alerts-4.x-2026.02.18,GKSrcJwBpB672RlWXDyo,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status half-configured,libpng16-16t64,amd64,1.6.43-5ubuntu0.4,1,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:20 status half-configured libpng16-16t64:amd64 1.6.43-5ubuntu0.4,log,"Feb 18, 2026 @ 13:13:20.253",/var/log/dpkg.log,1771416800.1239489,"Feb 18, 2026 @ 13:13:20.253", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,GaSrcJwBpB672RlWXDyo,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status half-configured,libpng16-16t64,amd64,1.6.43-5ubuntu0.5,2,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:20 status half-configured libpng16-16t64:amd64 1.6.43-5ubuntu0.5,log,"Feb 18, 2026 @ 13:13:20.265",/var/log/dpkg.log,1771416800.1240005,"Feb 18, 2026 @ 13:13:20.265", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,G6SrcJwBpB672RlWXDyo,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status half-configured,libc-bin,amd64,2.39-0ubuntu8.7,3,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:20 status half-configured libc-bin:amd64 2.39-0ubuntu8.7,log,"Feb 18, 2026 @ 13:13:20.273",/var/log/dpkg.log,1771416800.1241023,"Feb 18, 2026 @ 13:13:20.273", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,dKSrcJwBpB672RlWZTx0,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status half-configured,libexpat1,amd64,2.6.1-2ubuntu0.3,4,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:23 status half-configured libexpat1:amd64 2.6.1-2ubuntu0.3,log,"Feb 18, 2026 @ 13:13:23.243",/var/log/dpkg.log,1771416803.1242009,"Feb 18, 2026 @ 13:13:23.243", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,eaSrcJwBpB672RlWZTx0,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status half-configured,libgnutls30t64,amd64,3.8.3-1.1ubuntu3.4,7,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:25 status half-configured libgnutls30t64:amd64 3.8.3-1.1ubuntu3.4,log,"Feb 18, 2026 @ 13:13:25.242",/var/log/dpkg.log,1771416805.1244493,"Feb 18, 2026 @ 13:13:25.242", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,e6SrcJwBpB672RlWZTx0,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status installed,libgnutls30t64,amd64,3.8.3-1.1ubuntu3.5,5,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",New dpkg (Debian Package) installed.,"[""syslog"",""dpkg"",""config_changed""]",2902,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:25 status installed libgnutls30t64:amd64 3.8.3-1.1ubuntu3.5,log,"Feb 18, 2026 @ 13:13:25.266",/var/log/dpkg.log,1771416805.1245529,"Feb 18, 2026 @ 13:13:25.266", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,IaTKcJwBpB672RlWPE2u,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,2,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication success.,"[""syslog"",""sshd"",""authentication_success""]",5715,"[""AU.14"",""AC.7""]","[""7.1"",""7.2""]","[""IV_32.2""]",sshd,Feb 18 12:47:06 ubuntu-victima sshd[3560]: Accepted password for vboxuser from 192.168.1.50 port 46772 ssh2,log,"Feb 18, 2026 @ 13:47:06.239",journald,1771418826.1418057,"Feb 18, 2026 @ 13:47:06.239",ubuntu-victima,sshd,Feb 18 12:47:06,vboxuser,sshd, , , , , , , , , , , , , , , , , , , ,"[""Valid Accounts"",""Remote Services""]","[""T1078"",""T1021""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access"",""Lateral Movement""]", , , , , , , , , , , , , , , ,192.168.1.50,46772
